st a	Latitude	Longitude	Name
1447	31.230393	121.473704	City average, Shanghai
1448	31.204737	121.448902	Shanghai
1449	31.204737	121.448902	Shanghai US Consulate, Shanghai
1450	31.165400	121.412000	Shanghai Normal University, Shanghai
1451	31.265900	121.536000	Yangpu Sipiao, Shanghai
1452	23.353299	116.681838	Shantou
1453	22.786211	115.375279	Shanwei
1454	24.810403	113.597522	Shaoguan
1455	29.995762	120.586109	Shaoxing
1456	31.743483	110.680448	Shennongjia
1457	41.805698	123.431475	Shenyang
1458	41.783235	123.426727	Shenyang US Consulate
1459	22.696848	114.045390	Mission Hills, Shenzhen
1460	22.562334	114.116872	Honghu, Shenzhen
1461	22.542454	113.987495	OCT, Shenzhen
1462	22.630626	114.423948	Kwai Chung, Shenzhen
1463	22.550000	114.096079	Liyuan, Shenzhen
1464	22.720358	114.247468	Xi xiang, Shenzhen
1465	22.598902	114.313483	Meisha, Shenzhen
1466	22.528186	114.496906	Nan'aozhen, Shenzhen
1467	22.516847	113.923192	Nanyou, Shenzhen
1468	22.543099	114.057868	Shenzhen
1469	22.356859	114.129490	Kwai Chung, Shenzhen
1470	22.590807	114.262078	Yantian, Shenzhen
1471	38.042307	114.514860	Shijiazhuang
1472	32.629397	110.797991	Shiyan
1473	38.984346	106.383047	Shizuishan
1474	22.809444	113.287778	Shunde
1475	39.331595	112.432825	Shuozhou
1476	31.690216	113.382458	Suizhou
1477	33.962013	118.275498	Suqian
1478	31.298886	120.585316	Suzhou
1479	23.048197	120.217500	Annan, Taiwan
1480	25.012972	121.458667	Banqiao, Taiwan
1481	25.068950	121.481028	Cailiao, Taiwan
1482	24.066000	120.541519	Changhua, Taiwan
1483	22.523108	120.561175	Chaozhou, Taiwan
1484	23.464789	120.438367	Chiayi, Taiwan
1485	22.605386	120.307564	Qianzhen, Taiwan
1486	22.632567	120.288086	Qianjin, Taiwan
1487	22.757506	120.305689	Qiaotou, Taiwan
1488	24.099611	120.677689	Dali, Taiwan
1489	22.565747	120.425081	Daliao, Taiwan
1490	25.164500	121.449239	Tamsui, Taiwan
1491	25.063200	121.513311	Datong, Taiwan
1492	25.060344	121.201811	Dayuan, Taiwan
1493	24.633436	121.793872	Dongshan, Taiwan
1494	23.711853	120.544994	Douliu, Taiwan
1495	23.925175	120.409653	Erlin, Taiwan
1496	22.627392	120.358083	Fengshan, Taiwan
1497	24.256586	120.741711	Fengyuan, Taiwan
1498	22.608711	120.312017	Fuxing, Taiwan
1499	25.035503	121.082761	Guanyin, Taiwan
1500	25.020608	121.529556	Guting, Taiwan
1501	21.958069	120.788928	Hengchun, Taiwan
1502	24.805619	120.972075	Hsinchu, Taiwan
1503	23.971956	121.599769	Hualien, Taiwan
1504	24.900142	121.038653	Hukou, Taiwan
1505	24.953278	121.221667	Zhongli, Taiwan
1506	24.151958	120.641092	Zhongming, Taiwan
1507	25.062361	121.526528	Zhongshan, Taiwan
1508	24.740644	121.088903	Zhudong, Taiwan
1509	23.756389	120.677306	Zhushan, Taiwan
1510	25.129167	121.760056	Keelung, Taiwan
1511	24.432133	118.312256	Kinmen, Taiwan
1512	25.077197	121.376869	Linkou, Taiwan
1513	22.479500	120.411750	Linyuan, Taiwan
1514	24.863869	121.216350	Longtan, Taiwan
1515	23.757547	120.348742	Lunbei, Taiwan
1516	23.569031	119.566158	Magong, Taiwan
1517	23.753506	120.251825	Mailiao, Taiwan
1518	26.160469	119.949875	Matsu, Taiwan
1519	22.883583	120.530542	Meinong, Taiwan
1520	24.565269	120.820200	Miaoli, Taiwan
1521	23.913000	120.685306	Nantou, Taiwan
1522	22.733667	120.328289	Nanzi, Taiwan
1523	22.673081	120.488033	Pingtung, Taiwan
1524	24.952786	121.203986	Pingzhen, Taiwan
1525	23.968842	120.967903	Puli, Taiwan
1526	23.465308	120.247350	Puzi, Taiwan
1527	22.689056	120.332631	Renwu, Taiwan
1528	25.072611	121.493806	Sanchong, Taiwan
1529	24.382942	120.758833	Sanyi, Taiwan
1530	24.225628	120.568794	Shalu, Taiwan
1531	23.115097	120.297142	Shanhua, Taiwan
1532	25.105417	121.515389	Shilin, Taiwan
1533	24.131672	120.469061	Xianxi, Taiwan
1534	22.565833	120.337736	Xiaogang, Taiwan
1535	25.067131	121.642300	Xizhi, Taiwan
1536	24.977222	121.537778	Xindian, Taiwan
1537	23.554839	120.345531	Xingang, Taiwan
1538	25.037972	121.432500	Xinzhuang, Taiwan
1539	23.305633	120.317250	Xinying, Taiwan
1540	24.162197	120.616917	Xitun, Taiwan
1541	25.050694	121.578556	Songshan, Taiwan
1542	22.984581	120.202617	Tainan, Taiwan
1543	23.717533	120.202842	Taixi, Taiwan
1544	24.994789	121.319964	Taoyuan, Taiwan
1545	24.696969	120.898572	Toufen, Taiwan
1546	24.982528	121.451861	Tucheng, Taiwan
1547	25.046503	121.507972	Wanhua, Taiwan
1548	25.179667	121.689881	Wanli, Taiwan
1549	25.182722	121.529583	Yangming, Taiwan
1550	24.747917	121.746394	Yilan, Taiwan
1551	25.017000	121.516306	Yonghe, Taiwan
1552	22.674861	120.292917	Zuoying, Taiwan
1553	37.870590	112.548879	Taiyuan
1554	28.656386	121.420757	Taizhou
1555	32.455778	119.923116	Taizhoushi
1556	39.630867	118.180194	Tangshan
1557	18.788340	98.993244	Yupparaj Wittayalai School, Chiangmai, Thailand
1558	19.909995	99.830001	Maesai Health Office, Chiangrai, Thailand
1559	19.909242	99.823357	Natural Resources and Environment Office, Chiangrai, Thailand
1560	18.286776	99.506314	Lampang Meteorological Station, Thailand
1561	18.247769	99.766892	Health Promotion Hospital Sob Pad, Lampang, Thailand
1562	18.279681	99.663145	Provincial Waterworks Authority Mae Moh, Lampang, Thailand
1563	18.564721	99.011145	Provincial Administrative Stadium, Lamphun, Thailand
1564	19.304501	97.971525	Natural Resources and Environment Office, Mae Hongson, Thailand
1565	18.786142	100.779526	Municipality Office, Nan, Thailand
1566	19.190056	100.170326	Knowledge Park, Phayao, Thailand
1567	18.126140	100.165400	Phrae Meteorological Station, Thailand
1568	39.516267	117.343117	Baobai highway, Tianjin
1569	38.943167	116.914800	Beiwei No.2 road, Tianjin
1570	39.110830	117.245200	Dazhigu No.8 road, Tianjin
1571	39.034317	117.707150	No.4 street, Tianjin
1572	40.041750	117.444417	Donghuan road, Tianjin
1573	39.097033	117.151233	Fukang road, Tianjin
1574	38.845167	116.779417	Guang'an street, Tianjin
1575	39.328150	117.816567	Guangming Road, Tianjin
1576	39.078467	117.090167	Haitai fazhan No.2 road, Tianjin
1577	39.158750	117.764167	Hanbei road, Tianjin
1578	39.151067	117.374767	Hangtian road, Tianjin
1579	39.247350	117.791767	Hexi Yijing road, Tianjin
1580	39.226050	117.184950	Huaihe street, Tianjin
1581	39.718800	117.304150	Jianshe Road, Tianjin
1582	38.984583	117.374733	Jingu Road, Tianjin
1583	39.119910	117.188790	Nanjing Road, Tianjin
1584	39.172950	117.193367	Nankou road, Tianjin
1585	39.092700	117.201683	Qianjin street, Tianjin
1586	39.165433	117.144633	Qinjian street, Tianjin
1587	39.372617	117.043983	Quanzhou South road, Tianjin
1588	39.020967	117.650300	Tanggu Yingkou street, Tianjin
1589	38.919433	117.156633	Tuanpowa, Tianjin
1590	39.084158	117.200983	Tianjin
1591	39.133750	117.268833	Xiangshan street, Tianjin
1592	39.137667	117.003933	Xinhua street, Tianjin
1593	38.839450	117.457350	Yongming road, Tianjin
1594	39.087140	117.314500	Yuejin Road, Tianjin
1595	39.063500	117.225000	Zhujiang street, Tianjin
1596	30.663372	113.166530	Tianmen
1597	42.222970	123.726163	Tieling
1598	34.896756	108.945233	Tongchuan
1599	47.917142	107.020170	amgalan, UB, Ulaanbaatar
1600	47.866580	106.786713	nisekh, UB, Ulaanbaatar
1601	16.074186	108.216962	Da Nang, Vietnam
1602	21.049119	105.883119	Hanoi, Vietnam
1603	36.706774	119.161756	Weifang
1604	37.513068	122.120420	Weihai
1605	34.499995	109.509786	Weinan
1606	27.994267	120.699367	Wenzhou
1607	30.299822	113.853064	Yuanshun Road, Wuhan
1608	30.482469	114.156561	Dunkou Xinou, Wuhan
1609	30.483262	114.401702	Donghu Gaoxin, Wuhan
1610	30.574625	114.372305	Donghu Liyuan, Wuhan
1611	30.619673	114.282230	Hankou Huaqiao, Wuhan
1612	30.594389	114.301447	Hankou, Wuhan
1613	30.557138	114.251523	Yuehu Lake, Wuhan
1614	30.624719	114.370058	Qingshan Ganghua, Wuhan
1615	30.594389	114.301447	Wuhan
1616	30.533234	114.304000	Wuchang Ziyang, Wuhan
1617	30.633424	114.130212	Wujianshan, Wuhan
1618	31.352859	118.432941	Wuhu
1619	31.490637	120.311143	Wuxi
1620	18.775147	109.516925	Wuzhishan
1621	24.479834	118.089425	Xiamen
1622	34.341568	108.940175	Xian
1623	32.008986	112.122415	Xiangfan
1624	27.829738	112.944049	Xiangtan
1625	32.008986	112.122415	Xiangyang
1626	29.841443	114.322492	Xianning
1627	30.362641	113.454593	Xiantao
1628	34.329563	108.709003	Xianyang
1629	30.924568	113.916903	Xiaogan
1630	37.070589	114.504844	Xingtai
1631	36.617144	101.778228	Xining
1632	37.943123	115.218021	Xinji
1633	38.416663	112.734174	Xinzhou
1634	34.204750	117.284072	Xuzhou
1635	36.585455	109.489727	Yanan
1636	33.347378	120.163561	Yancheng
1637	21.857958	111.982232	Yangjiang
1638	32.394210	119.412966	Yangzhou
1639	37.463822	121.447935	Yantai
1640	28.751812	104.643382	Yibin
1641	30.691967	111.286471	Yichang
1642	38.487194	106.230909	Yinchuan
1643	40.667012	122.235418	Yingkou
1644	29.306841	120.075058	Yiwu
1645	29.357104	113.128958	Yueyang
1646	22.915094	112.044491	Yunfu
1647	24.352036	102.546543	Yuxi
1648	34.810488	117.323725	Zaozhuang
1649	29.117096	110.479191	Zhangjiajie
1650	21.270702	110.359387	Zhanjiang
1651	23.052800	112.470800	Zhaoqing
1652	30.210000	120.210833	Binjiang, Hangzhou
1653	30.288000	120.171000	Zhaohui zone 5, Hangzhou
1654	30.181944	120.269722	Chengxiang town, Hangzhou
1655	29.596990	119.053275	Chunan, Hangzhou
1656	29.461272	119.287683	Jiande, Hangzhou
1657	30.311944	120.119722	Hemu primary school, Hangzhou
1658	29.474442	119.276247	Jiande, Hangzhou
1659	30.418333	120.300556	Linping town, Hangzhou
1660	30.209383	120.166298	Hangzhou
1661	29.640581	119.025965	Qiandao lake, Hangzhou
1662	29.803966	119.671111	Tonglu, Hangzhou
1663	29.796136	119.690568	Tonglu, Hangzhou
1664	30.246000	120.128000	Wolong bridge, Hangzhou
1665	30.305833	120.348056	Xiasha, Hangzhou
1666	30.274722	120.063333	Xixi, Hangzhou
1667	30.260884	119.939890	Hangzhou
1668	30.180833	120.088333	Yunqi, Hangzhou
1669	30.268000	120.193000	Zhejiang Agricultural University, Hangzhou
1670	30.051000	119.958900	Fuyang monitoring station, Hangzhou
1671	30.046900	119.951800	No.2 Middle School, Hangzhou
1672	30.231944	119.694722	No. 4 middle school, Hangzhou
1673	30.236667	119.718611	City Hall, Hangzhou
1674	30.598056	119.695278	Anji, Huzhou
1675	30.638229	119.673777	Anji, Huzhou
1676	30.893198	120.091724	Chengbei water plant, Huzhou
1677	30.864437	120.079708	Town west water plant, Huzhou
1678	30.548333	119.988056	Deqing, Huzhou
1679	30.862005	120.115328	Jishan new village, Huzhou
1680	31.020833	119.908333	Zhangxing, Huzhou
1681	30.536389	119.973333	Deqing, Huzhou
1682	31.014444	119.898056	Vocational Education Center, Zhangxing, Huzhou
1683	30.692161	121.018544	Donghu, Pinghu, Jiaxing
1684	30.501657	120.945539	Haiyan, Jiaxing
1685	30.650650	120.541140	Tongxiang, Jiaxing
1686	30.523822	120.678291	Haining, Jiaxing
1687	30.524067	120.945469	Haiyan, Jiaxing
1688	30.378554	120.857334	Haiyan, Jiaxing
1689	30.833497	120.927426	Jiashan, Jiaxing
1690	30.756667	120.763056	Monitoring station, Jiaxing
1691	30.747405	120.730691	Jiaxing University, Jiaxing
1692	30.728889	120.995278	Pinghu, Jiaxing
1693	30.777969	120.743647	Qinghe Primary School, Jiaxing
1694	30.828974	120.944731	Jiashan, Jiaxing
1695	30.511474	120.713139	Haining, Jiaxing
1696	30.622550	120.565720	Tongxiang, Jiaxing
1697	27.980000	119.629444	Jingningxian
1698	29.298189	120.246079	Dongyang, Jinhua
1699	29.226718	119.485661	Lanxi, Jinhua
1700	29.212485	119.466263	Lanxi, Jinhua
1701	29.060833	120.438333	PananXian, Jinhua
1702	29.463140	119.883585	Pujiang, Jinhua
1703	29.436832	119.928646	Pujiang, Jinhua
1704	29.102917	119.685611	City Monitoring Station, Jinhua
1705	29.077000	119.647417	No.15 middle school, Jinhua
1706	29.113056	119.648944	No.4 middle school, Jinhua
1707	28.907778	119.814722	Wuyi, Jinhua
1708	28.889167	119.812222	Wuyi, Jinhua
1709	28.891100	120.031700	Yongkang, Jinhua
1710	28.902800	120.021200	Yongkang, Jinhua
1711	29.335364	120.078611	Beiyuan, Jinhua
1712	29.304964	120.090556	Jiangdong, Jinhua
1713	28.451389	119.479722	Songyang, Lishui
1714	28.447794	119.918700	Monitoring station building, Lishui
1715	28.136389	120.288333	Qingtian, Lishui
1716	28.454307	119.934922	Liandu primary school, Lishui
1717	28.073028	119.126791	Longquan, Lishui
1718	28.145278	120.283611	Qingtian, Lishui
1719	27.626343	119.059472	Qingyuan, Lishui
1720	28.450556	119.474167	Songyang, Lishui
1721	28.593203	119.272551	Suichang, Lishui
1722	28.651667	120.065000	Jinyun, Lishui
1723	28.662778	120.085556	Jinyun, Lishui
1724	28.423056	119.879444	Yu Zhuang Qian, Lishui
1725	28.895833	118.522222	Changshan, Quzhou
1726	28.940417	118.871306	EPA building, Quzhou
1727	29.036306	119.172467	Longyou, Quzhou
1728	29.134167	118.404722	Bureau of Meteorology, Kaihua, Quzhou
1729	28.974528	118.855250	Quzhou University, Quzhou
1730	28.964613	118.876145	Experimental school, Quzhou
1731	28.898056	118.511111	Changshan, Quzhou
1732	29.989283	120.609511	Chengdong BDA committee, Shaoxing
1733	29.490550	120.914830	Xinchang, Shaoxing
1734	29.598611	120.822222	Shengzhou, Shaoxing
1735	29.566111	120.817222	Shengzhou, Shaoxing
1736	29.993049	120.643444	Donghu middle school, Shaoxing
1737	30.052161	120.535708	Dongpu Town Governement, Shaoxing
1738	30.047690	120.471960	Keqiaoqu, Shaoxing
1739	30.078374	120.617462	Paojiang station, Shaoxing
1740	30.132770	120.891700	Shangyuqu, Shaoxing
1741	30.021840	120.873180	Shangyuqu, Shaoxing
1742	30.004331	120.580238	City EPA station, Shaoxing
1743	30.082450	120.493130	Keqiaoqu, Shaoxing
1744	29.500780	120.897680	Xinchang, Shaoxing
1745	29.708752	120.248752	Library, Shaoxing
1746	29.728868	120.217123	Transporation management station, Shaoxing
1747	28.219020	121.289127	Yuhuan, Taizhou
1748	28.659261	121.280823	Huangyan EPA building, Taizhou
1749	28.560033	121.395356	Taizhou
1750	28.840238	121.140945	Linhai, Taizhou
1751	28.870984	121.181596	Linhai, Taizhou
1752	28.577361	121.376778	Luqiao Tian Yang Wang, Taizhou
1753	29.116775	121.375923	Sanmen, Taizhou
1754	29.160556	121.061944	Experimental Middle  School, Tiantai, Taizhou
1755	28.654166	121.418880	Taizhou EPA building, Taizhou
1756	29.148333	121.005278	Tiantai, Taizhou
1757	28.375556	121.365556	Wenling, Taizhou
1758	28.855767	120.728872	Xianju, Taizhou
1759	28.737334	120.477356	Xianju, Taizhou
1760	28.123891	121.238017	Yuhuan, Taizhou
1761	27.777373	120.655307	Ruian, Wenzhou
1762	27.831439	121.149367	Dongtou, Wenzhou
1763	27.788360	120.627334	Ruian, Wenzhou
1764	28.120936	120.965864	Yueqing, Wenzhou
1765	27.503889	120.395000	Cangnan, Wenzhou
1766	28.029722	120.891111	Yueqing, Wenzhou
1767	27.581944	120.548889	Cangnan, Wenzhou
1768	27.971359	120.764294	Longwan, Wenzhou
1769	27.985079	120.679665	Nanpu, Wenzhou
1770	28.040556	120.658611	Yongjia, Wenzhou
1771	28.005239	120.638037	Ouhai, Wenzhou
1772	27.659658	120.570122	Pingyang, Wenzhou
1773	27.665250	120.561589	Pingyang, Wenzhou
1774	28.156667	120.692222	Yongjia, Wenzhou
1775	28.013044	120.675116	City Station, Wenzhou
1776	30.726667	122.445833	Shengsi, Zhoushan
1777	30.266944	122.220278	Daishan, Zhoushan
1778	30.020278	122.122222	Dinghai tanfeng, Zhoushan
1779	29.994444	122.189722	Lincheng new area, Zhoushan
1780	29.953780	122.313500	Putuo east port, Zhoushan
1781	29.981667	122.373889	Zhoushan
1782	34.746600	113.625368	Zhengzhou
1783	32.187849	119.425836	Zhenjiang
1784	22.528283	113.386116	Zhongshan
1785	29.985451	122.206604	Zhoushan
1786	22.228056	113.298889	Zhuhai
1787	29.713667	120.236304	Zhuji
1788	27.827550	113.134003	Zhuzhou
1789	36.813094	118.054868	Zibo
1790	29.339030	104.778442	Zigong
1791	27.725654	106.927389	Zunyi
